object,filename,distance_cm,mic,trial,band_center_hz,roi_start,roi_end,roi_length,raw_roi_power,raw_ref_noise_power,snr_db_raw,denoised_roi_power,denoised_ref_noise_power,snr_db_denoised,snr_improvement_db
Box,100cm_-5Grad.pickle,100,Mic2,26,50000,11550,12180,630,226.94343953775288,5.503607616684235,16.04608280114152,226.68966831461847,5.499373298582872,16.044528671896206,-0.001554129245313618
Box,100cm_-5Grad.pickle,100,Mic2,27,50000,11550,12180,630,189.47452595405062,5.503607616684235,15.241017132285162,189.2491293085286,5.499373298582872,15.239135704029307,-0.0018814282558548001
Box,100cm_-5Grad.pickle,100,Mic2,28,50000,11550,12180,630,191.7186224011398,5.503607616684235,15.293672328246792,191.48702612952,5.499373298582872,15.291709129707275,-0.001963198539517208
Box,100cm_-5Grad.pickle,100,Mic2,29,50000,11550,12180,630,191.67538416860324,5.503607616684235,15.292663800215234,191.44416534949758,5.499373298582872,15.290708184476907,-0.001955615738326699
Box,100cm_-5Grad.pickle,100,Mic2,30,50000,11550,12180,630,176.4629090754317,5.503607616684235,14.922452716072922,176.24442492214007,5.499373298582872,14.920349255310771,-0.0021034607621501777
Box,100cm_-5Grad.pickle,100,Mic2,31,50000,11550,12180,630,141.57266422601865,5.503607616684235,13.93111910736707,141.39039838532742,5.499373298582872,13.928775740503026,-0.0023433668640446825
Box,100cm_-5Grad.pickle,100,Mic2,32,50000,11550,12180,630,152.45626594014698,5.503607616684235,14.265299836975643,152.27741516078737,5.499373298582872,14.26347888881978,-0.0018209481558635332
Box,100cm_-5Grad.pickle,100,Mic2,33,50000,11550,12180,630,188.61722595963838,5.503607616684235,15.220731813966623,188.394903961729,5.499373298582872,15.218898922640872,-0.0018328913257512625
Box,100cm_-5Grad.pickle,100,Mic2,34,50000,11550,12180,630,153.74341936723897,5.503607616684235,14.303173917803196,153.54303515166592,5.499373298582872,14.30076618129096,-0.002407736512235914
Box,100cm_-5Grad.pickle,100,Mic2,35,50000,11550,12180,630,161.86213080108539,5.503607616684235,14.534740968210727,161.67237027276252,5.499373298582872,14.532927438485004,-0.0018135297257231286
Box,100cm_-5Grad.pickle,100,Mic2,36,50000,11550,12180,630,184.5496930214835,5.503607616684235,15.123173671819412,184.344801933604,5.499373298582872,15.121646431951518,-0.001527239867893826
